id,name,substances,solutions
4,Сирий протеїн,{"\u041a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 \u043a\u043e\u043d\u0446\u0435\u043d\u0442\u0440\u043e\u0432\u0430\u043d\u0430": 24.0},{"\u041a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 0,1\u041d": 50.0, "\u0431\u043e\u0440\u043d\u0430 \u043a\u0438\u0441\u043b\u043e\u0442\u0430 4%": 40.0, "\u0413\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043d\u0430\u0442\u0440\u0456\u044e 33%": 100.0, "\u0417\u043c\u0456\u0448\u0430\u043d\u0438\u0439 \u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0434\u043b\u044f \u0432\u0438\u0437\u043d\u0430\u0447\u0435\u043d\u043d\u044f \u0441\u0438\u0440\u043e\u0433\u043e \u043f\u0440\u043e\u0442\u0435\u0457\u043d\u0443": 0.3, "\u041a\u0430\u0442\u0430\u043b\u0456\u0437\u0430\u0442\u043e\u0440 \u0437\u043c\u0456\u0448\u0430\u043d\u0438\u0439 \u0434\u043b\u044f \u0441\u0438\u0440\u043e\u0433\u043e \u043f\u0440\u043e\u0442\u0435\u0457\u043d\u0443": 4.0}
5,Кальцій в комбікормі,{"\u043f\u0435\u0440\u0435\u043a\u0438\u0441 \u0432\u043e\u0434\u043d\u044e": 8.0, "\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u043b\u0430\u043c\u0456\u043d \u0441\u043e\u043b\u044f\u043d\u043e\u043a\u0438\u0441\u043b\u0438\u0439 \u0447\u0434\u0430": 0.06, "\u043d\u0430\u0442\u0440\u0456\u0439 \u043b\u0438\u043c\u043e\u043d\u043d\u043e\u043a\u0438\u0441\u043b\u0438\u0439 3-\u0437\u0430\u043c\u0456\u0449\u0435\u043d\u0438\u0439 5,5 \u0432\u043e\u0434\u043d\u0438\u0439 \u0447\u0434\u0430": 0.06, "\u041d2\u041e dist.": 180.0},{"\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043a\u0430\u043b\u0456\u044e 20%": 20.0, "\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 \u0441\u0435\u043b\u0435\u043d\u0432\u043c\u0456\u0441\u043d\u0430": 6.0, "\u0406\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u043a\u0430\u043b\u044c\u0446\u0435\u0457\u043d": 0.06, "\u0422\u0440\u0438\u043b\u043e\u043d \u0411 0,01\u041d": 6.0}
7,Фосфор в комбікормі (окремо від кальцію),{"\u043f\u0435\u0440\u0435\u043a\u0438\u0441 \u0432\u043e\u0434\u043d\u044e": 8.0},{"\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 \u0441\u0435\u043b\u0435\u043d\u0432\u043c\u0456\u0441\u043d\u0430": 6.0, "\u0417\u0430\u0431\u0430\u0440\u0432\u043b\u044e\u044e\u0447\u0430 \u0441\u0443\u043c\u0456\u0448 \u0434\u043b\u044f \u0432\u0438\u0437\u043d\u0430\u0447\u0435\u043d\u043d\u044f \u0444\u043e\u0441\u0444\u043e\u0440\u0443 \u0432 \u043a\u043e\u0440\u043c\u0430\u0445": 20.0}
9,Кислотне число жиру в комбікормі,{"\u0445\u043b\u043e\u0440\u043e\u0444\u043e\u0440\u043c": 150.0, "\u0421\u043f\u0438\u0440\u0442 \u0435\u0442\u0438\u043b\u043e\u0432\u0438\u0439": 32.0, "\u0415\u0444\u0456\u0440 \u0434\u0456\u0435\u0442\u0438\u043b\u043e\u0432\u0438\u0439 \u0444\u0430\u0440\u043c": 68.0},{"\u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0444\u0435\u043d\u043e\u043b\u0444\u0442\u0430\u043b\u0435\u0457\u043d 0,1%": 0.4, "\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043a\u0430\u043b\u0456\u044e 0,1\u041d": 4.0}
10,пероксидне число жиру в комбікормі (разом з кислотним),{"\u0445\u043b\u043e\u0440\u043e\u0444\u043e\u0440\u043c": 26.0, "\u0421\u043f\u0438\u0440\u0442 \u0435\u0442\u0438\u043b\u043e\u0432\u0438\u0439": 14.0, "\u041e\u0446\u0442\u043e\u0432\u0430 \u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u043a\u0440\u0438\u0436\u0430\u043d\u0430, \u0445\u0447": 40.0},{"\u0420\u043e\u0437\u0447\u0438\u043d \u0442\u0456\u043e\u0441\u0443\u043b\u044c\u0444\u0430\u0442\u0443 \u043d\u0430\u0442\u0440\u0456\u044e 0,01": 6.0, "\u043d\u0430\u0441\u0438\u0447\u0435\u043d\u0438\u0439 \u0440\u043e\u0437\u0447\u0438\u043d \u043a\u0430\u043b\u0456\u044e \u0439\u043e\u0434\u0438\u0441\u0442\u043e\u0433\u043e": 1.0, "\u0420\u043e\u0437\u0447\u0438\u043d \u043a\u0440\u043e\u0445\u043c\u0430\u043b\u044e 1,0 %": 2.0}
11,пероксидне число жиру в комбікормі (без кислотного),{"\u0445\u043b\u043e\u0440\u043e\u0444\u043e\u0440\u043c": 176.0, "\u0421\u043f\u0438\u0440\u0442 \u0435\u0442\u0438\u043b\u043e\u0432\u0438\u0439": 14.0, "\u041e\u0446\u0442\u043e\u0432\u0430 \u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u043a\u0440\u0438\u0436\u0430\u043d\u0430, \u0445\u0447": 40.0},{"\u0420\u043e\u0437\u0447\u0438\u043d \u0442\u0456\u043e\u0441\u0443\u043b\u044c\u0444\u0430\u0442\u0443 \u043d\u0430\u0442\u0440\u0456\u044e 0,01": 6.0, "\u043d\u0430\u0441\u0438\u0447\u0435\u043d\u0438\u0439 \u0440\u043e\u0437\u0447\u0438\u043d \u043a\u0430\u043b\u0456\u044e \u0439\u043e\u0434\u0438\u0441\u0442\u043e\u0433\u043e": 1.0, "\u0420\u043e\u0437\u0447\u0438\u043d \u043a\u0440\u043e\u0445\u043c\u0430\u043b\u044e 1,0 %": 2.0}
12,Сира зола нерозчинна в соляній кислоті (комбікорм),,{"\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u043e\u043b\u044f\u043d\u0430 3 \u043c\u043e\u043b\u044c": 150.0}
15,Кальцій у вапняку,,{"\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043d\u0430\u0442\u0440\u0456\u044e 1\u041d": 20.0, "\u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0444\u0435\u043d\u043e\u043b\u0444\u0442\u0430\u043b\u0435\u0457\u043d 0,1%": 0.3, "\u041a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u043e\u043b\u044f\u043d\u0430 1\u041d": 50.0}
16,Зола нерозчинна в соляній кислоті (вапняк),{"\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u043e\u043b\u044f\u043d\u0430 \u043a\u043e\u043d\u0446\u0435\u043d\u0442\u0440\u043e\u0432\u0430\u043d\u0430 \u0445\u0447": 50.0},
18,Кислотне число жиру в олії,{"\u0421\u043f\u0438\u0440\u0442 \u0435\u0442\u0438\u043b\u043e\u0432\u0438\u0439": 32.0, "\u0415\u0444\u0456\u0440 \u0434\u0456\u0435\u0442\u0438\u043b\u043e\u0432\u0438\u0439 \u0444\u0430\u0440\u043c": 68.0},{"\u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0444\u0435\u043d\u043e\u043b\u0444\u0442\u0430\u043b\u0435\u0457\u043d 0,1%": 0.6, "\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043a\u0430\u043b\u0456\u044e 0,1\u041d": 6.0}
19,Пероксидне число жиру в олії,{"\u0445\u043b\u043e\u0440\u043e\u0444\u043e\u0440\u043c": 20.0, "\u041e\u0446\u0442\u043e\u0432\u0430 \u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u043a\u0440\u0438\u0436\u0430\u043d\u0430, \u0445\u0447": 30.0},{"\u0420\u043e\u0437\u0447\u0438\u043d \u0442\u0456\u043e\u0441\u0443\u043b\u044c\u0444\u0430\u0442\u0443 \u043d\u0430\u0442\u0440\u0456\u044e 0,01": 3.0, "\u043d\u0430\u0441\u0438\u0447\u0435\u043d\u0438\u0439 \u0440\u043e\u0437\u0447\u0438\u043d \u043a\u0430\u043b\u0456\u044e \u0439\u043e\u0434\u0438\u0441\u0442\u043e\u0433\u043e": 2.0, "\u0420\u043e\u0437\u0447\u0438\u043d \u043a\u0440\u043e\u0445\u043c\u0430\u043b\u044e 1,0 %": 4.0}
20,Хлор в комбікормі,{"\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0430\u0437\u043e\u0442\u043d\u0430 (\u043a\u043e\u043d\u0446\u0435\u043d\u0442\u0440\u043e\u0432\u0430\u043d\u0430) \u0447\u0434\u0430": 15.0},{"\u0430\u043c\u043e\u043d\u0456\u0439 \u0440\u043e\u0434\u0430\u043d\u0456\u0441\u0442\u0438\u0439 0,1\u041d": 5.0, "\u043d\u0456\u0442\u0440\u0430\u0442 \u0441\u0440\u0456\u0431\u043b\u0430 0,1\u041d": 4.5, "\u0420\u043e\u0437\u0447\u0438\u043d \u043d\u0430\u0441\u0438\u0447\u0435\u043d\u0438\u0439  \u0437\u0430\u043b\u0456\u0437\u043e\u0430\u043c\u043e\u043d\u0456\u0439\u043d\u0438\u0445 \u0433\u0430\u043b\u0443\u043d\u0456\u0432": 6.0, "\u0440\u043e\u0437\u0447\u0438\u043d \u041a\u0430\u0440\u0440\u0435\u0437 1": 15.0, "\u0440\u043e\u0437\u0447\u0438\u043d \u041a\u0430\u0440\u0440\u0435\u0437 2": 15.0}
21,Хлор в комбікормі (змішування),{"\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0430\u0437\u043e\u0442\u043d\u0430 (\u043a\u043e\u043d\u0446\u0435\u043d\u0442\u0440\u043e\u0432\u0430\u043d\u0430) \u0447\u0434\u0430": 105.0},{"\u0430\u043c\u043e\u043d\u0456\u0439 \u0440\u043e\u0434\u0430\u043d\u0456\u0441\u0442\u0438\u0439 0,1\u041d": 42.0, "\u043d\u0456\u0442\u0440\u0430\u0442 \u0441\u0440\u0456\u0431\u043b\u0430 0,1\u041d": 40.5, "\u0420\u043e\u0437\u0447\u0438\u043d \u043d\u0430\u0441\u0438\u0447\u0435\u043d\u0438\u0439  \u0437\u0430\u043b\u0456\u0437\u043e\u0430\u043c\u043e\u043d\u0456\u0439\u043d\u0438\u0445 \u0433\u0430\u043b\u0443\u043d\u0456\u0432": 42.0, "\u0440\u043e\u0437\u0447\u0438\u043d \u041a\u0430\u0440\u0440\u0435\u0437 1": 105.0, "\u0440\u043e\u0437\u0447\u0438\u043d \u041a\u0430\u0440\u0440\u0435\u0437 2": 105.0}
22,Сира клітковина,{"\u041f\u0430\u043a\u0435\u0440\u0438 \u0444\u0456\u043b\u044c\u0442\u0440\u0443\u0432\u0430\u043b\u044c\u043d\u0456 \u0434\u043b\u044f \u043a\u043b\u0456\u0442\u043a\u043e\u0432\u0438\u043d\u0438": 2.0},{"\u041a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 4%": 400.0, "\u041a\u0430\u043b\u0456\u044e \u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 5%": 400.0, "\u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0444\u0435\u043d\u043e\u043b\u0444\u0442\u0430\u043b\u0435\u0457\u043d 0,1%": 0.3}
23,Фосфор в комбікормі (разом з кальцієм),{"\u041d2\u041e dist.": 0.001},{"\u0417\u0430\u0431\u0430\u0440\u0432\u043b\u044e\u044e\u0447\u0430 \u0441\u0443\u043c\u0456\u0448 \u0434\u043b\u044f \u0432\u0438\u0437\u043d\u0430\u0447\u0435\u043d\u043d\u044f \u0444\u043e\u0441\u0444\u043e\u0440\u0443 \u0432 \u043a\u043e\u0440\u043c\u0430\u0445": 20.0}
26,Загальна кислотність,{"\u0412\u043e\u0434\u0430 H2O": 0.001},{"\u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0444\u0435\u043d\u043e\u043b\u0444\u0442\u0430\u043b\u0435\u0457\u043d 0,1%": 0.3, "\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043a\u0430\u043b\u0456\u044e 0,1\u041d": 6.0}
27,Активність уреази,{"\u0412\u043e\u0434\u0430 H2O": 0.001},{"\u0411\u0443\u0444\u0435\u0440\u043d\u0438\u0439 \u0440\u043e\u0437\u0447\u0438\u043d \u0410 \u0440\u041d 6,86": 50.0, "\u0411\u0443\u0444\u0435\u0440\u043d\u0438\u0439 \u0440\u043e\u0437\u0447\u0438\u043d \u0411": 100.0}
28,Сирий жир,{"\u0435\u0444\u0456\u0440 \u043f\u0435\u0442\u0440\u043e\u043b\u0435\u0439\u043d\u0438\u0439 (\u043c\u0430\u0441\u043b\u043e \u0448\u0435\u0440\u0432\u0443\u0434\u0430) (40-65)": 340.0},
29,Загальна токсичність,{"\u0412\u043e\u0434\u0430 H2O": 100.0, "\u041a\u0443\u043b\u044c\u0442\u0443\u0440\u0430 \u041a\u043e\u043b\u043f\u043e\u0434\u0430": 1.0},
30,Контроль на сирий протеїн,{"\u041a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 \u043a\u043e\u043d\u0446\u0435\u043d\u0442\u0440\u043e\u0432\u0430\u043d\u0430": 12.0},{"\u041a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 0,1\u041d": 0.3, "\u0417\u043c\u0456\u0448\u0430\u043d\u0438\u0439 \u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0434\u043b\u044f \u0432\u0438\u0437\u043d\u0430\u0447\u0435\u043d\u043d\u044f \u0441\u0438\u0440\u043e\u0433\u043e \u043f\u0440\u043e\u0442\u0435\u0457\u043d\u0443": 0.01, "\u041a\u0430\u0442\u0430\u043b\u0456\u0437\u0430\u0442\u043e\u0440 \u0437\u043c\u0456\u0448\u0430\u043d\u0438\u0439 \u0434\u043b\u044f \u0441\u0438\u0440\u043e\u0433\u043e \u043f\u0440\u043e\u0442\u0435\u0457\u043d\u0443": 2.0}
32,Карбаміди (старий ГОСТ),{"\u0412\u043e\u0434\u0430 H2O": 0.001},{"\u0417\u043c\u0456\u0448\u0430\u043d\u0438\u0439 \u0456\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u0434\u043b\u044f \u0432\u0438\u0437\u043d\u0430\u0447\u0435\u043d\u043d\u044f \u0441\u0438\u0440\u043e\u0433\u043e \u043f\u0440\u043e\u0442\u0435\u0457\u043d\u0443": 0.3, "\u041a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u043e\u043b\u044f\u043d\u0430 0,1 \u041d": 5.0}
33,контроль кальцію та фосфоту (разом),{"\u0412\u043e\u0434\u0430 H2O": 90.0, "\u043f\u0435\u0440\u0435\u043a\u0438\u0441 \u0432\u043e\u0434\u043d\u044e": 4.0, "\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u043b\u0430\u043c\u0456\u043d \u0441\u043e\u043b\u044f\u043d\u043e\u043a\u0438\u0441\u043b\u0438\u0439 \u0447\u0434\u0430": 0.03, "\u043d\u0430\u0442\u0440\u0456\u0439 \u043b\u0438\u043c\u043e\u043d\u043d\u043e\u043a\u0438\u0441\u043b\u0438\u0439 3-\u0437\u0430\u043c\u0456\u0449\u0435\u043d\u0438\u0439 5,5 \u0432\u043e\u0434\u043d\u0438\u0439 \u0447\u0434\u0430": 0.03},{"\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043a\u0430\u043b\u0456\u044e 20%": 10.0, "\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 \u0441\u0435\u043b\u0435\u043d\u0432\u043c\u0456\u0441\u043d\u0430": 3.0, "\u0422\u0440\u0438\u043b\u043e\u043d \u0411 0,01\u041d": 0.1, "\u0417\u0430\u0431\u0430\u0440\u0432\u043b\u044e\u044e\u0447\u0430 \u0441\u0443\u043c\u0456\u0448 \u0434\u043b\u044f \u0432\u0438\u0437\u043d\u0430\u0447\u0435\u043d\u043d\u044f \u0444\u043e\u0441\u0444\u043e\u0440\u0443 \u0432 \u043a\u043e\u0440\u043c\u0430\u0445": 10.0, "\u0406\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u043a\u0430\u043b\u044c\u0446\u0435\u0457\u043d": 0.03}
34,контроль кальцій (окремо),{"\u0412\u043e\u0434\u0430 H2O": 90.0, "\u043f\u0435\u0440\u0435\u043a\u0438\u0441 \u0432\u043e\u0434\u043d\u044e": 4.0, "\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u043b\u0430\u043c\u0456\u043d \u0441\u043e\u043b\u044f\u043d\u043e\u043a\u0438\u0441\u043b\u0438\u0439 \u0447\u0434\u0430": 0.03, "\u043d\u0430\u0442\u0440\u0456\u0439 \u043b\u0438\u043c\u043e\u043d\u043d\u043e\u043a\u0438\u0441\u043b\u0438\u0439 3-\u0437\u0430\u043c\u0456\u0449\u0435\u043d\u0438\u0439 5,5 \u0432\u043e\u0434\u043d\u0438\u0439 \u0447\u0434\u0430": 0.03},{"\u0433\u0456\u0434\u0440\u043e\u043a\u0441\u0438\u0434 \u043a\u0430\u043b\u0456\u044e 20%": 10.0, "\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 \u0441\u0435\u043b\u0435\u043d\u0432\u043c\u0456\u0441\u043d\u0430": 3.0, "\u0422\u0440\u0438\u043b\u043e\u043d \u0411 0,01\u041d": 0.1, "\u0406\u043d\u0434\u0438\u043a\u0430\u0442\u043e\u0440 \u043a\u0430\u043b\u044c\u0446\u0435\u0457\u043d": 0.03}
35,контроль фосфор в кормі (окремо),{"\u0412\u043e\u0434\u0430 H2O": 90.0, "\u043f\u0435\u0440\u0435\u043a\u0438\u0441 \u0432\u043e\u0434\u043d\u044e": 4.0},{"\u043a\u0438\u0441\u043b\u043e\u0442\u0430 \u0441\u0456\u0440\u0447\u0430\u043d\u0430 \u0441\u0435\u043b\u0435\u043d\u0432\u043c\u0456\u0441\u043d\u0430": 3.0, "\u0417\u0430\u0431\u0430\u0440\u0432\u043b\u044e\u044e\u0447\u0430 \u0441\u0443\u043c\u0456\u0448 \u0434\u043b\u044f \u0432\u0438\u0437\u043d\u0430\u0447\u0435\u043d\u043d\u044f \u0444\u043e\u0441\u0444\u043e\u0440\u0443 \u0432 \u043a\u043e\u0440\u043c\u0430\u0445": 10.0}
